Cell Identity,Time Point,Embryo Name,Volume,Children Volume Difference,Volume Difference to Previous TP,Volume Divergence of Cell,Error Percentage,Unknown5,Is_dead
Z3,214,CD200113plc1p2,3.038472,,0.940861684,0.976170875,,,
Z3,216,CD200113plc1p2,3.545856,,,0.972191731,,,
Z3,217,CD200113plc1p2,4.274856,,0.836214753,0.966474571,,,
Eplap,237,CD200113plc1p2,2.187,0.459008367,0.976739093,0.979619565,,,
Eplpp,198,CD200113plc1p2,2.356128,,1.054899679,0.981654708,,,
ABalapaap,97,CD200113plc1p2,3.14928,,0.980530018,0.953683849,,,
MSaappa,121,CD200113plc1p2,2.589408,,0.748201468,0.925715242,,,
MSpaapp,126,CD200113plc1p2,2.344464,,1.12138477,0.830272324,,,1
MSpaapp,128,CD200113plc1p2,2.396952,,,0.826472451,,,1
MSpaapp,129,CD200113plc1p2,2.210328,,,0.839983112,,,1
MSpaapp,130,CD200113plc1p2,2.326968,,,0.831538949,,,1
MSpaapp,131,CD200113plc1p2,2.385288,,,0.827316867,,,1
MSpaapp,132,CD200113plc1p2,2.192832,,,0.841249736,,,1
MSpaapp,133,CD200113plc1p2,2.280312,,,0.834916614,,,1
MSpaapp,134,CD200113plc1p2,2.082024,,,0.849271691,,,1
MSpaapp,135,CD200113plc1p2,2.146176,,,0.844627401,,,1
MSpaapp,136,CD200113plc1p2,2.105352,,,0.847582858,,,1
MSpaapp,137,CD200113plc1p2,2.192832,,,0.841249736,,,1
MSpaapp,138,CD200113plc1p2,2.513592,,,0.818028288,,,1
MSpaapp,139,CD200113plc1p2,2.286144,,,0.834494406,,,1
MSpaapp,140,CD200113plc1p2,2.548584,,,0.815495039,,,1
MSpaapp,141,CD200113plc1p2,2.39112,,,0.826894659,,,1
MSpaapp,142,CD200113plc1p2,2.350296,,,0.829850116,,,1
MSpaapp,143,CD200113plc1p2,2.146176,,0.73421997,0.844627401,,,1
MSpaapp,145,CD200113plc1p2,3.435048,,0.74350855,0.7513194,,,1
MSpaapp,147,CD200113plc1p2,2.163672,,,0.843360777,,,1
MSpaapp,148,CD200113plc1p2,2.181168,,,0.842094152,,,1
MSpaapp,149,CD200113plc1p2,2.437776,,,0.823516994,,,1
MSpaapp,150,CD200113plc1p2,2.239488,,,0.837872071,,,1
MSpaapp,151,CD200113plc1p2,2.39112,,,0.826894659,,,1
MSpaapp,152,CD200113plc1p2,2.187,,,0.841671944,,,1
MSpaapp,153,CD200113plc1p2,2.577744,,,0.813383998,,,1
MSpaapp,154,CD200113plc1p2,2.356128,,1.922735909,0.829427908,,,1
MSpaapp,156,CD200113plc1p2,2.647728,,1.183027305,0.808317501,,,1
Caaaaa,219,CD200113plc1p2,3.405888,0.718687952,,0.92910901,,,
Caaaaa,223,CD200113plc1p2,3.831624,0.729713077,0.6960427,0.920247636,,,
Caaaaa,237,CD200113plc1p2,3.913272,0.647161537,0.794246185,0.918548195,,,
Caapap,203,CD200113plc1p2,4.5198,,,,,,1
Caapap,206,CD200113plc1p2,2.851848,,,0.599836334,,,1
Caapap,207,CD200113plc1p2,2.408616,,,0.66202946,,,1
Caapap,208,CD200113plc1p2,3.919104,,1.35188216,,,,1
Caapap,210,CD200113plc1p2,3.96576,,,,,,1
Caapap,211,CD200113plc1p2,2.338632,,,0.671849427,,,1
Caapap,212,CD200113plc1p2,2.71188,,,0.619476268,,,1
Caapap,213,CD200113plc1p2,3.662496,,,0.48608838,,,1
Caapap,214,CD200113plc1p2,2.641896,,,0.629296236,,,1
Caapap,215,CD200113plc1p2,3.29508,,,0.537643208,,,1
Caapap,216,CD200113plc1p2,3.190104,,,0.552373159,,,1
Caapap,217,CD200113plc1p2,2.916,,,0.590834697,,,1
Caapap,218,CD200113plc1p2,2.519424,,,0.646481178,,,1
Caapap,219,CD200113plc1p2,2.612736,,0.671031097,0.633387889,,,1
Caapap,221,CD200113plc1p2,3.32424,,,0.533551555,,,1
Caapap,222,CD200113plc1p2,2.706048,,,0.620294599,,,1
Caapap,223,CD200113plc1p2,3.015144,,,0.576923077,,,1
Caapap,224,CD200113plc1p2,3.17844,,,0.55400982,,,1
Caapap,225,CD200113plc1p2,2.863512,,,0.598199673,,,1
Caappd,146,CD200113plc1p2,4.31568,0.765276794,1.191400304,0.718417047,,,
Caappd,190,CD200113plc1p2,2.338632,0.851186206,,0.847412481,,,
Caappd,191,CD200113plc1p2,2.315304,0.802749832,1.027016743,0.848934551,,,
Caappd,207,CD200113plc1p2,3.720816,0.643691595,0.883561644,0.757229833,,,
Caappd,239,CD200113plc1p2,3.143448,0.748472338,,0.794901065,,,
Caappd,245,CD200113plc1p2,2.676888,0.78208125,,0.825342466,,,
Caappd,246,CD200113plc1p2,2.443608,0.630841144,,0.840563166,,,
Caappd,247,CD200113plc1p2,2.630232,0.701923095,,0.828386606,,,
Caappd,255,CD200113plc1p2,3.866616,0.661844018,,0.747716895,,,
Caappv,186,CD200113plc1p2,4.117392,0.799335023,,0.67938238,,,
Cpaaaa,215,CD200113plc1p2,4.129056,0.927244583,,0.934130344,,,
Cpaaaa,216,CD200113plc1p2,2.793528,0.876970162,,0.955435642,,,
Cpaaaa,217,CD200113plc1p2,2.916,0.875949897,,0.953481881,,,
Cpaaaa,218,CD200113plc1p2,2.431944,0.872044752,,0.961203889,,,
Cpaaaa,219,CD200113plc1p2,2.571912,0.890092881,,0.958971019,,,
Cpaaaa,220,CD200113plc1p2,2.752704,0.884428653,,0.956086896,,,
Cpaaaa,221,CD200113plc1p2,3.481704,0.859309036,,0.944457366,,,
Cpaaap,228,CD200113plc1p2,2.671056,0.95626935,,0.955152998,,,
Cpaaap,229,CD200113plc1p2,2.846016,0.94870532,,0.952215421,,,
Cpapaa,228,CD200113plc1p2,2.169504,0.844415865,,0.962071778,,,
Cpapap,224,CD200113plc1p2,2.968488,0.916458954,,0.944511066,,,
Cpapap,225,CD200113plc1p2,2.85768,0.828978045,,0.946582362,,,
Cpappd,208,CD200113plc1p2,2.606904,0.829517922,,0.908081428,,,
Cpappv,254,CD200113plc1p2,3.493368,0.701185046,,0.76555773,,,
Dpapp,222,CD200113plc1p2,3.924936,,,0.888613036,,,
Dpapp,231,CD200113plc1p2,4.362336,,,0.876199927,,,
Dpapp,233,CD200113plc1p2,3.901608,,,0.889275068,,,
ABalaaapar,154,CD200113plc1p2,3.388392,,0.686755826,0.829193007,,,
ABalaapapa,151,CD200113plc1p2,4.484808,,,,,,1
ABalaapapa,153,CD200113plc1p2,3.61584,,,,,,1
ABalaapapa,154,CD200113plc1p2,3.901608,,,,,,1
ABalaapapa,155,CD200113plc1p2,3.300912,,,,,,1
ABalaapapa,156,CD200113plc1p2,3.3534,,,,,,1
ABalaapapa,157,CD200113plc1p2,3.650832,,,,,,1
ABalaapapa,158,CD200113plc1p2,2.787696,,,,,,1
ABalaapapa,159,CD200113plc1p2,2.811024,,,,,,1
ABalaapapa,160,CD200113plc1p2,3.00348,,,,,,1
ABalaapapa,161,CD200113plc1p2,2.85768,,,,,,1
ABalaapapa,162,CD200113plc1p2,4.31568,,,,,,1
ABalaapapa,165,CD200113plc1p2,4.502304,,,,,,1
ABalaapapa,169,CD200113plc1p2,3.026808,,,,,,1
ABalaapapa,170,CD200113plc1p2,3.219264,,,,,,1
ABalaapapa,171,CD200113plc1p2,3.096792,,,,,,1
ABalaapapa,172,CD200113plc1p2,3.0618,,,,,,1
ABalaapapa,173,CD200113plc1p2,3.621672,,,,,,1
ABalaapapa,174,CD200113plc1p2,3.388392,,,,,,1
ABalaapapa,175,CD200113plc1p2,3.230928,,,,,,1
ABalaapapa,176,CD200113plc1p2,2.356128,,,,,,1
ABalaapapa,177,CD200113plc1p2,2.968488,,,,,,1
ABalaapapa,178,CD200113plc1p2,2.618568,,,,,,1
ABalaapapa,179,CD200113plc1p2,2.496096,,,,,,1
ABalaappaa,137,CD200113plc1p2,3.668328,,,,,,1
ABalaappaa,138,CD200113plc1p2,3.400056,,,,,,1
ABalaappaa,139,CD200113plc1p2,3.26592,,0.758542141,,,,1
ABalaappaa,144,CD200113plc1p2,4.006584,,,0.564920273,,,1
ABalaappaa,145,CD200113plc1p2,3.020976,,,,,,1
ABalaappaa,146,CD200113plc1p2,2.542752,,,,,,1
ABalaappaa,147,CD200113plc1p2,2.7702,,2.079726651,,,,1
ABalaappaa,149,CD200113plc1p2,2.793528,,,,,,1
ABalaappaa,150,CD200113plc1p2,2.74104,,,,,,1
ABalaappaa,151,CD200113plc1p2,2.560248,,,,,,1
ABalaappaa,152,CD200113plc1p2,2.571912,,,,,,1
ABalaappaa,153,CD200113plc1p2,2.548584,,,,,,1
ABalaappaa,154,CD200113plc1p2,2.554416,,,,,,1
ABalaappaa,155,CD200113plc1p2,2.560248,,,,,,1
ABalaappaa,156,CD200113plc1p2,2.560248,,,,,,1
ABalaappaa,157,CD200113plc1p2,2.490264,,,,,,1
ABalaappaa,158,CD200113plc1p2,2.472768,,,,,,1
ABalaappaa,159,CD200113plc1p2,2.426112,,,,,,1
ABalaappaa,160,CD200113plc1p2,2.396952,,,,,,1
ABalaappaa,161,CD200113plc1p2,2.501928,,,,,,1
ABalaappaa,162,CD200113plc1p2,2.589408,,,,,,1
ABalaappaa,163,CD200113plc1p2,2.408616,,,,,,1
ABalaappaa,164,CD200113plc1p2,2.4786,,,,,,1
ABalaappaa,165,CD200113plc1p2,2.735208,,,,,,1
ABalaappaa,166,CD200113plc1p2,2.408616,,,,,,1
ABalaappaa,167,CD200113plc1p2,2.7702,0.49813134,,,,,1
ABalaappaa,168,CD200113plc1p2,2.437776,,,,,,1
ABalaappaa,169,CD200113plc1p2,2.42028,,,,,,1
ABalaappaa,170,CD200113plc1p2,2.74104,,,,,,1
ABalaappaa,171,CD200113plc1p2,2.577744,,,,,,1
ABalaappaa,172,CD200113plc1p2,2.309472,,,,,,1
ABalaappaa,173,CD200113plc1p2,2.443608,,,,,,1
ABalaappaa,174,CD200113plc1p2,2.36196,,,,,,1
ABalaappaa,175,CD200113plc1p2,2.338632,,,,,,1
ABalaappaa,176,CD200113plc1p2,2.44944,,,,,,1
ABalaappaa,177,CD200113plc1p2,2.461104,,,,,,1
ABalaappaa,178,CD200113plc1p2,2.315304,,,,,,1
ABalaappaa,179,CD200113plc1p2,2.519424,,,,,,1
ABalaappaa,180,CD200113plc1p2,2.665224,,,,,,1
ABalaappaa,181,CD200113plc1p2,2.618568,,,,,,1
ABalaappaa,182,CD200113plc1p2,2.50776,,,,,,1
ABalaappaa,183,CD200113plc1p2,2.560248,,,,,,1
ABalaappaa,184,CD200113plc1p2,2.601072,,,,,,1
ABalaappaa,185,CD200113plc1p2,2.542752,,,,,,1
ABalaappaa,186,CD200113plc1p2,2.402784,,,,,,1
ABalaappaa,187,CD200113plc1p2,2.426112,,,,,,1
ABalaappaa,188,CD200113plc1p2,2.641896,,,,,,1
ABalaappaa,189,CD200113plc1p2,2.519424,,,,,,1
ABalapapaa,150,CD200113plc1p2,3.691656,,,,,,1
ABalapapaa,151,CD200113plc1p2,3.400056,,,,,,1
ABalapapaa,152,CD200113plc1p2,3.085128,,,,,,1
ABalapapaa,153,CD200113plc1p2,2.869344,,,,,,1
ABalapapaa,154,CD200113plc1p2,3.989088,,,,,,1
ABalapapaa,155,CD200113plc1p2,2.776032,,,,,,1
ABalapapaa,156,CD200113plc1p2,2.776032,,,,,,1
ABalapapaa,157,CD200113plc1p2,2.950992,,2.58979206,,,,1
ABalapapaa,159,CD200113plc1p2,4.117392,,,,,,1
ABalapapaa,160,CD200113plc1p2,2.59524,,,,,,1
ABalapapaa,161,CD200113plc1p2,2.71188,,,,,,1
ABalapapaa,162,CD200113plc1p2,2.82852,,,,,,1
ABalapapaa,163,CD200113plc1p2,2.85768,,,,,,1
ABalapapaa,164,CD200113plc1p2,2.490264,,,,,,1
ABalapapaa,165,CD200113plc1p2,2.676888,,,,,,1
ABalapapaa,166,CD200113plc1p2,3.679992,,,,,,1
ABalapapaa,167,CD200113plc1p2,3.417552,,,,,,1
ABalapapaa,168,CD200113plc1p2,3.814128,,,,,,1
ABalapapaa,169,CD200113plc1p2,4.047408,,,,,,1
ABalapapaa,170,CD200113plc1p2,2.554416,,15.48582231,,,,1
ABalapapaa,172,CD200113plc1p2,2.496096,,,,,,1
ABalapapaa,173,CD200113plc1p2,2.601072,,,,,,1
ABalapapaa,174,CD200113plc1p2,2.601072,,,,,,1
ABalapapaa,175,CD200113plc1p2,2.85768,,,,,,1
ABalapapaa,176,CD200113plc1p2,2.408616,,,,,,1
ABalapapaa,177,CD200113plc1p2,2.396952,,,,,,1
ABalapapaa,178,CD200113plc1p2,2.338632,,,,,,1
ABalapapaa,179,CD200113plc1p2,2.373624,,,,,,1
ABalapapaa,180,CD200113plc1p2,2.525256,,,,,,1
ABalapapaa,181,CD200113plc1p2,2.548584,,,,,,1
ABalapapaa,182,CD200113plc1p2,2.542752,,,,,,1
ABalapapaa,183,CD200113plc1p2,2.571912,,,,,,1
ABalapapaa,184,CD200113plc1p2,2.437776,,,,,,1
ABalapapaa,185,CD200113plc1p2,2.577744,,,,,,1
ABalapapaa,186,CD200113plc1p2,2.892672,,,,,,1
ABalapapaa,187,CD200113plc1p2,2.56608,,,,,,1
ABalapapap,171,CD200113plc1p2,2.326968,,1.122158539,0.94348842,,,
ABalappaaa,144,CD200113plc1p2,3.87828,,0.975663717,,,,1
ABalappaaa,156,CD200113plc1p2,3.184272,,,,,,1
ABalappaaa,157,CD200113plc1p2,3.17844,0.516303243,,,,,1
ABalappaaa,158,CD200113plc1p2,2.256984,0.581776747,,,,,1
ABalappaaa,159,CD200113plc1p2,2.3328,0.579173405,,,,,1
ABalappaaa,160,CD200113plc1p2,2.27448,0.567718822,,,,,1
ABalappaaa,161,CD200113plc1p2,2.379456,0.574096955,,,,,1
ABalappaaa,162,CD200113plc1p2,2.414448,0.707386905,,,,,1
ABalappaaa,163,CD200113plc1p2,2.291976,0.573055605,,,,,1
ABalappaaa,164,CD200113plc1p2,2.204496,0.522160711,,,,,1
ABalappaaa,165,CD200113plc1p2,2.268648,0.603904961,,,,,1
ABalappaaa,166,CD200113plc1p2,2.21616,0.777025698,,,,,1
ABalappaaa,167,CD200113plc1p2,2.233656,0.663390808,,,,,1
ABalappaaa,168,CD200113plc1p2,2.373624,0.677969397,,,,,1
ABalappaaa,169,CD200113plc1p2,2.39112,,,,,,1
ABalappaaa,170,CD200113plc1p2,2.163672,0.614969068,,,,,1
ABalappaaa,171,CD200113plc1p2,2.350296,,,,,,1
ABalappaaa,172,CD200113plc1p2,2.286144,0.581125917,,,,,1
ABalappaaa,173,CD200113plc1p2,2.367792,,,,,,1
ABalappaaa,174,CD200113plc1p2,2.6244,,,,,,1
ABalappaaa,175,CD200113plc1p2,2.636064,,,,,,1
ABalappaaa,176,CD200113plc1p2,4.035744,,,0.530973451,,,1
ABalappaaa,177,CD200113plc1p2,3.429216,,,,,,1
ABalappaaa,178,CD200113plc1p2,3.26592,,,,,,1
ABalappaaa,179,CD200113plc1p2,2.484432,,,,,,1
ABalappaaa,180,CD200113plc1p2,3.17844,,,,,,1
ABalappaaa,181,CD200113plc1p2,3.213432,,,,,,1
ABalappaaa,182,CD200113plc1p2,2.589408,,,,,,1
ABalappaaa,183,CD200113plc1p2,2.268648,,,,,,1
ABalappaaa,184,CD200113plc1p2,2.408616,,,,,,1
ABalappaaa,185,CD200113plc1p2,2.472768,,,,,,1
ABalappaaa,186,CD200113plc1p2,2.36196,,,,,,1
ABalappaaa,187,CD200113plc1p2,2.36196,,,,,,1
ABalappaaa,188,CD200113plc1p2,2.344464,,,,,,1
ABalappaaa,189,CD200113plc1p2,2.496096,,,,,,1
ABalappaaa,190,CD200113plc1p2,2.560248,,,,,,1
ABalppaaaa,148,CD200113plc1p2,2.764368,,,,,,1
ABalppaaaa,149,CD200113plc1p2,2.71188,,,,,,1
ABalppaaaa,150,CD200113plc1p2,2.344464,,1.229188078,,,,1
ABalppaaaa,153,CD200113plc1p2,3.079296,,,,,,1
ABalppaaaa,154,CD200113plc1p2,2.764368,,,,,,1
ABalppaaaa,155,CD200113plc1p2,2.659392,,,,,,1
ABalppaaaa,156,CD200113plc1p2,2.79936,,,,,,1
ABalppaaaa,157,CD200113plc1p2,3.843288,,,,,,1
ABalppaaaa,158,CD200113plc1p2,4.2282,,,0.490236382,,,1
ABalppaaaa,159,CD200113plc1p2,4.309848,,,0.519013361,,,1
ABalppaaaa,160,CD200113plc1p2,2.531088,,,,,,1
ABalppaaaa,161,CD200113plc1p2,3.347568,,,,,,1
ABalppaaaa,162,CD200113plc1p2,2.484432,,,,,,1
ABalppaaaa,163,CD200113plc1p2,4.292352,,,0.512846865,,,1
ABalppaaaa,164,CD200113plc1p2,3.219264,,,,,,1
ABalppaaaa,165,CD200113plc1p2,3.14928,,,,,,1
ABalppaaaa,166,CD200113plc1p2,3.784968,,,,,,1
ABalppaaaa,167,CD200113plc1p2,2.875176,,,,,,1
ABalppaaaa,168,CD200113plc1p2,2.4786,,,,,,1
ABalppaaaa,169,CD200113plc1p2,2.7702,,,,,,1
ABalppaaaa,170,CD200113plc1p2,2.3328,,,,,,1
ABalppaaaa,171,CD200113plc1p2,2.321136,,,,,,1
ABalppaaaa,172,CD200113plc1p2,2.36196,,,,,,1
ABalppaaaa,173,CD200113plc1p2,2.291976,,,,,,1
ABalppaaaa,174,CD200113plc1p2,3.172608,,,,,,1
ABalppaaaa,175,CD200113plc1p2,2.700216,,,,,,1
ABalppaaaa,176,CD200113plc1p2,2.519424,,,,,,1
ABalppaaaa,177,CD200113plc1p2,2.379456,,,,,,1
ABalppaaaa,178,CD200113plc1p2,2.291976,,,,,,1
ABalppaaaa,179,CD200113plc1p2,2.402784,,,,,,1
ABalppaaaa,180,CD200113plc1p2,3.58668,,,,,,1
ABalppaaaa,181,CD200113plc1p2,2.997648,,,,,,1
ABalppaaaa,182,CD200113plc1p2,2.286144,,,,,,1
ABalppaaaa,183,CD200113plc1p2,2.181168,,,,,,1
ABalppaaaa,184,CD200113plc1p2,2.146176,,,,,,1
ABalppaaaa,185,CD200113plc1p2,2.204496,,,,,,1
ABalppaaaa,186,CD200113plc1p2,2.251152,,,,,,1
ABalppaaaa,187,CD200113plc1p2,2.198664,,,,,,1
ABalppaaaa,188,CD200113plc1p2,2.181168,,,,,,1
ABalppaaaa,189,CD200113plc1p2,2.21616,,,,,,1
ABalppaaaa,190,CD200113plc1p2,2.192832,,,,,,1
ABalppaapa,151,CD200113plc1p2,3.767472,0.47932447,,,,,1
ABalppaapa,152,CD200113plc1p2,4.508136,0.571339869,,,,,1
ABalppaapa,153,CD200113plc1p2,3.895776,,,,,,1
ABalppaapa,154,CD200113plc1p2,3.866616,,,,,,1
ABalppaapa,155,CD200113plc1p2,2.927664,,,,,,1
ABalppaapa,156,CD200113plc1p2,2.700216,,,,,,1
ABalppaapa,157,CD200113plc1p2,2.723544,,,,,,1
ABalppaapa,158,CD200113plc1p2,2.42028,,,,,,1
ABalppaapa,159,CD200113plc1p2,2.816856,,,,,,1
ABalppaapa,160,CD200113plc1p2,3.522528,,,,,,1
ABalppaapa,161,CD200113plc1p2,2.787696,,,,,,1
ABalppaapa,162,CD200113plc1p2,3.2076,,,,,,1
ABalppaapa,163,CD200113plc1p2,2.921832,,,,,,1
ABalppaapa,164,CD200113plc1p2,3.604176,0.460201162,0.683976261,,,,1
ABalppaapa,168,CD200113plc1p2,3.9366,,,,,,1
ABalppaapa,169,CD200113plc1p2,2.840184,,,,,,1
ABalppaapa,170,CD200113plc1p2,3.930768,,,,,,1
ABalppaapa,171,CD200113plc1p2,3.242592,,,,,,1
ABalppaapa,172,CD200113plc1p2,2.811024,,,,,,1
ABalppaapa,173,CD200113plc1p2,4.478976,,,,,,1
ABalppaapa,175,CD200113plc1p2,3.038472,,,,,,1
ABalppaapa,176,CD200113plc1p2,3.225096,,,,,,1
ABalppaapa,178,CD200113plc1p2,2.525256,,,,,,1
ABalppaapa,179,CD200113plc1p2,2.437776,,,,,,1
ABalppaapa,180,CD200113plc1p2,2.286144,,,,,,1
ABalppaapa,181,CD200113plc1p2,2.472768,,,,,,1
ABalppaapa,182,CD200113plc1p2,2.280312,,,,,,1
ABalppaapa,183,CD200113plc1p2,2.350296,,,,,,1
ABalppaapa,184,CD200113plc1p2,2.356128,,,,,,1
ABaraaaapp,161,CD200113plc1p2,4.49064,0.513815537,,,,,1
ABaraaaapp,162,CD200113plc1p2,4.339008,,,,,,1
ABaraaaapp,163,CD200113plc1p2,3.645,0.470956639,,,,,1
ABaraaaapp,164,CD200113plc1p2,4.362336,0.459290177,,,,,1
ABaraaaapp,170,CD200113plc1p2,4.000752,,,,,,1
ABaraaaapp,171,CD200113plc1p2,4.385664,,,,,,1
ABaraaaapp,174,CD200113plc1p2,3.394224,0.459904222,,,,,1
ABaraaaapp,175,CD200113plc1p2,3.854952,0.459290198,,,,,1
ABaraaaapp,176,CD200113plc1p2,3.679992,0.458676152,,,,,1
ABaraaaapp,177,CD200113plc1p2,2.764368,0.471079465,,,,,1
ABaraaaapp,178,CD200113plc1p2,3.487536,0.477956516,,,,,1
ABaraaaapp,179,CD200113plc1p2,3.085128,,,,,,1
ABaraaaapp,180,CD200113plc1p2,4.473144,,,,,,1
ABaraaaapp,181,CD200113plc1p2,3.569184,,,,,,1
ABaraaaapp,182,CD200113plc1p2,3.242592,,,,,,1
ABaraaaapp,183,CD200113plc1p2,3.29508,,,,,,1
ABaraaaapp,184,CD200113plc1p2,3.662496,,,,,,1
ABaraaaapp,185,CD200113plc1p2,3.749976,,,,,,1
ABaraaaapp,186,CD200113plc1p2,3.23676,,,,,,1
ABaraaaapp,187,CD200113plc1p2,2.758536,,,,,,1
ABaraaaapp,188,CD200113plc1p2,2.822688,,,,,,1
ABaraaaapp,189,CD200113plc1p2,2.851848,,,,,,1
ABaraaaapp,190,CD200113plc1p2,2.793528,,,,,,1
ABaraaaapp,191,CD200113plc1p2,2.781864,,,,,,1
ABaraaaapp,192,CD200113plc1p2,2.700216,,,,,,1
ABaraaaapp,193,CD200113plc1p2,2.71188,,,,,,1
ABaraaaapp,194,CD200113plc1p2,2.501928,,,,,,1
ABaraaaapp,195,CD200113plc1p2,2.71188,,,,,,1
ABaraaaapp,196,CD200113plc1p2,2.676888,,,,,,1
ABaraaaapp,197,CD200113plc1p2,2.542752,,,,,,1
ABaraaaapp,198,CD200113plc1p2,2.793528,,,,,,1
ABaraaaapp,199,CD200113plc1p2,2.641896,,,,,,1
ABaraaaapp,200,CD200113plc1p2,2.776032,,,,,,1
ABaraaaapp,201,CD200113plc1p2,2.531088,,,,,,1
ABaraaaapp,202,CD200113plc1p2,2.466936,,,,,,1
ABaraaaapp,203,CD200113plc1p2,2.402784,,,,,,1
ABaraaaapp,204,CD200113plc1p2,2.583576,,,,,,1
ABaraaaapp,205,CD200113plc1p2,2.676888,,,,,,1
ABaraaaapp,206,CD200113plc1p2,2.688552,,,,,,1
ABaraaaapp,207,CD200113plc1p2,2.4786,,,,,,1
ABaraaaapp,208,CD200113plc1p2,2.723544,,,,,,1
ABaraaaapp,209,CD200113plc1p2,2.548584,,,,,,1
ABaraaaapp,210,CD200113plc1p2,2.525256,,,,,,1
ABaraaaapp,211,CD200113plc1p2,3.085128,,,,,,1
ABaraaaapp,212,CD200113plc1p2,3.108456,,,,,,1
ABaraaaapp,213,CD200113plc1p2,2.921832,,,,,,1
ABaraaaapp,214,CD200113plc1p2,2.904336,,,,,,1
ABaraaaapp,215,CD200113plc1p2,2.583576,,,,,,1
ABaraaaapp,216,CD200113plc1p2,2.344464,,,,,,1
ABaraaaapp,217,CD200113plc1p2,2.647728,,,,,,1
ABaraaaapp,218,CD200113plc1p2,2.59524,,,,,,1
ABaraaaapp,219,CD200113plc1p2,2.525256,,,,,,1
ABarappaaa,176,CD200113plc1p2,2.840184,0.54053528,1.249696233,0.901377076,,,
ABarpaaapp,156,CD200113plc1p2,3.930768,,,,,,1
ABarpaaapp,165,CD200113plc1p2,2.985984,,,,,,1
ABarpaaapp,166,CD200113plc1p2,3.166776,,,,,,1
ABarpaaapp,167,CD200113plc1p2,3.592512,0.505698803,,,,,1
ABarpaaapp,168,CD200113plc1p2,4.129056,0.514551279,,,,,1
ABarpaaapp,169,CD200113plc1p2,3.656664,0.531149727,,,,,1
ABarpaaapp,170,CD200113plc1p2,3.271752,0.538785004,,,,,1
ABarpaaapp,171,CD200113plc1p2,3.318408,0.475268332,,,,,1
ABarpaaapp,172,CD200113plc1p2,3.41172,,,,,,1
ABarpaaapp,173,CD200113plc1p2,3.720816,,,,,,1
ABarpaaapp,174,CD200113plc1p2,3.067632,,,,,,1
ABarpaaapp,175,CD200113plc1p2,2.980152,0.484120846,,,,,1
ABarpaaapp,176,CD200113plc1p2,3.143448,0.476596225,,,,,1
ABarpaaapp,177,CD200113plc1p2,3.219264,0.479362611,,,,,1
ABarpaaapp,178,CD200113plc1p2,2.939328,,,,,,1
ABarpaaapp,179,CD200113plc1p2,3.225096,0.495407778,,,,,1
ABarpaaapp,180,CD200113plc1p2,2.892672,0.494743841,,,,,1
ABarpaaapp,181,CD200113plc1p2,2.927664,0.492088111,,,,,1
ABarpaaapp,182,CD200113plc1p2,3.073464,0.532256289,,,,,1
ABarpaaapp,183,CD200113plc1p2,2.939328,0.532034976,,,,,1
ABarpaaapp,184,CD200113plc1p2,2.85768,0.512227537,,,,,1
ABarpaaapp,185,CD200113plc1p2,2.606904,0.524289024,,,,,1
ABarpaaapp,186,CD200113plc1p2,2.548584,0.498395476,,,,,1
ABarpaaapp,187,CD200113plc1p2,2.688552,0.529711196,,,,,1
ABarpaaapp,188,CD200113plc1p2,2.414448,0.543321889,,,,,1
ABarpaaapp,189,CD200113plc1p2,2.402784,0.5110103,,,,,1
ABarpaaapp,190,CD200113plc1p2,2.525256,0.493969247,,,,,1
ABarpaaapp,191,CD200113plc1p2,2.74104,,,,,,1
ABarpaaapp,192,CD200113plc1p2,2.636064,,,,,,1
ABarpaaapp,193,CD200113plc1p2,2.42028,,,,,,1
ABarpaaapp,194,CD200113plc1p2,2.647728,,,,,,1
ABarpaaapp,195,CD200113plc1p2,2.50776,,,,,,1
ABarpaaapp,196,CD200113plc1p2,2.706048,,,,,,1
ABarpaaapp,197,CD200113plc1p2,2.513592,,,,,,1
ABarpaapaa,231,CD200113plc1p2,4.070736,0.86521156,,0.822029577,,,
ABarpaapaa,232,CD200113plc1p2,2.904336,0.92580892,,0.873023967,,,
ABarpaapaa,233,CD200113plc1p2,2.484432,0.945768714,,0.891381948,,,
ABarpaapaa,243,CD200113plc1p2,4.455648,0.925952515,,0.805201428,,,
ABarpaapaa,248,CD200113plc1p2,3.895776,0.913842616,,0.829678735,,,
ABarpaapap,213,CD200113plc1p2,4.397328,0.823999611,,0.944337812,,,
ABarpaapap,233,CD200113plc1p2,4.123224,0.945768714,,0.947807471,,,
ABarpaapap,234,CD200113plc1p2,4.473144,0.907715869,,0.943378119,,,
ABarpaapap,235,CD200113plc1p2,2.968488,0.8496075,,0.962424332,,,
ABarpaapap,236,CD200113plc1p2,2.44944,0.934328928,,0.968994537,,,
ABarpaapap,237,CD200113plc1p2,2.519424,0.833333328,,0.968108667,,,
ABarpaapap,238,CD200113plc1p2,2.461104,0.895175183,,0.968846892,,,
ABarpaapap,239,CD200113plc1p2,2.373624,0.925952515,,0.96995423,,,
ABarpaapap,240,CD200113plc1p2,2.344464,0.914225538,,0.970323343,,,
ABarpaapap,241,CD200113plc1p2,2.636064,0.928345776,,0.966632216,,,
ABarpaapap,242,CD200113plc1p2,2.904336,0.878183033,,0.96323638,,,
ABarpaapap,246,CD200113plc1p2,2.805192,0.901397661,,0.964491363,,,
