Time Point,Cell Name,Label,Children Volume Difference,Volume Difference to Previous TP,Volume Divergence of Cell
110,Eara,1021,0.007310598000000001,0.00648141,0.00648141
110,Earp,1024,0.007310598000000001,0.007978893,0.009766165
110,Epla,1029,0.002869122,0.023368312999999998,0.007827528
110,Eplp,1032,0.002869122,0.020017765,0.008145757
110,Epra,1036,0.016676074,0.017808464,0.034301291
110,Eprp,1039,0.016676074,0.039829172,0.009335682
110,MSaaaaa,1047,0.292926465,0.020333352,0.01901598
110,MSaaaap,1054,0.292926465,0.077391077,0.5987177810000001
110,MSaaapa,1062,0.047994345,0.0053016190000000005,0.0053016190000000005
110,MSaaapp,1069,0.047994345,0.056269384000000006,0.097474524
110,MSaapaa,1074,0.04998946,0.000442615,0.11003408099999999
110,MSaapap,1081,0.04998946,0.048641027999999996,0.038380199
110,MSaappa,1089,0.034681805,0.044231720999999995,0.022776036
110,MSaappp,1092,0.034681805,0.011278555,0.004747188
110,MSapaaa,1098,0.028128714,0.0019024220000000002,0.034362491
110,MSapaap,1101,0.028128714,0.005650715,0.013420449
110,MSapapa,1105,0.042632678,0.02474838,0.003860472
110,MSapapp,1108,0.042632678,0.059923502000000003,0.006459839
110,MSappaa,1113,0.085861155,0.018014565,0.06707550799999999
110,MSappap,1116,0.085861155,0.053944535999999994,0.157781436
110,MSapppa,1120,0.001856569,,0.013480447
110,MSapppp,1123,0.001856569,,0.104539461
110,MSpaaaa,1130,0.029377057,0.038554714,0.011133447
110,MSpaaap,1137,0.029377057,0.006657924,0.00297589
110,MSpaapa,1145,0.010774944,0.016351533999999997,0.031111325
110,MSpaapp,1152,0.010774944,0.203904555,6.655097614
110,MSpapaa,1155,0.00103638,0.005886199999999999,0.00021800700000000002
110,MSpapap,1162,0.00103638,0.0043066929999999995,0.040666478
110,MSpappa,1170,0.005709445,0.013477416,0.055002428
110,MSpappp,1173,0.005709445,0.03304658,0.023919429
110,MSppaaa,1181,0.054240974000000004,0.062466738,0.048230442000000005
110,MSppaap,1184,0.054240974000000004,0.030821172,0.076453932
110,MSppapa,1188,0.022045252999999997,0.013011528,0.014022787
110,MSppapp,1191,0.022045252999999997,0.041207108,0.07138480400000001
110,MSpppaa,1196,0.08936518,0.07986879200000001,0.066290335
110,MSpppap,1199,0.08936518,0.058883363,0.131555154
110,MSpppp,1202,,0.048033224000000006,0.024996082000000003
110,Z2,1213,0.11257350099999999,0.104973625,0.111077619
110,Z3,1214,0.11257350099999999,0.097800816,0.113122689
111,ABalaaaal,8,0.030723681,0.0163155,0.000450428
111,ABalaaaar,15,0.030723681,0.027010372999999997,0.024442847
111,ABalaaapa,23,0.12141792300000001,0.127339236,0.089116259
111,ABalaaapp,30,0.12141792300000001,0.030938167000000003,0.046232950999999994
111,ABalaapaa,39,0.149611965,0.024024023999999998,0.021896897000000002
111,ABalaapap,46,0.149611965,0.022747719,0.076853875
111,ABalaappa,52,0.159876741,0.094271211,0.042422045
111,ABalaappp,57,0.159876741,0.055724160999999994,0.042657225
111,ABalapaaa,67,0.024266177000000003,0.062386894000000005,0.059910468
111,ABalapaap,74,0.024266177000000003,0.022162752999999997,0.020089706000000002
111,ABalapapa,82,0.012623716,0.019264201,0.009632101
111,ABalapapp,87,0.012623716,0.004265219000000001,0.014152772
111,ABalappaa,96,0.222230305,0.032508161,0.099020675
111,ABalappap,101,0.222230305,0.026737967999999997,0.013368983999999999
111,ABalapppa,109,0.161627755,0.08931453,0.142776959
111,ABalapppp,116,0.161627755,0.003124718,0.00039059
111,ABalpaaaa,127,0.064144988,0.00148721,0.014872100000000001
111,ABalpaaap,134,0.064144988,0.021437694,0.000456121
111,ABalpaapa,142,0.002911783,0.024847917999999997,0.03336453
111,ABalpaapp,149,0.002911783,0.02503465,0.038548163999999996
111,ABalpapaa,158,0.081504096,0.023920957000000003,0.08875021699999999
111,ABalpapap,165,0.081504096,0.021089984,0.032605785
111,ABalpappa,173,0.03406478,0.030971547999999998,0.025502366000000002
111,ABalpappp,180,0.03406478,0.000709,0.021092746000000002
111,ABalppaaa,190,0.119719876,0.017743514,0.0
111,ABalppaap,195,0.119719876,0.023209237,0.096842601
111,ABalppapa,201,0.041204592000000005,0.020551924,0.038852578
111,ABalppapp,208,0.041204592000000005,0.012895522,0.030029851
111,ABalpppaa,217,0.17393194899999997,0.018080244,0.008329101
111,ABalpppap,224,0.17393194899999997,0.008374952,0.011140991000000001
111,ABalppppa,232,0.0939832,0.032096707,0.030012505
111,ABalppppp,239,0.0939832,0.001644737,0.05367823
111,ABaraaaaa,255,0.088282504,0.046799079,0.016111158
111,ABaraaaap,262,0.088282504,0.016779255,0.028219656
111,ABaraaapa,268,0.208077364,0.052459707,0.20457179
111,ABaraaapp,275,0.208077364,0.126598686,0.02315935
111,ABaraapaa,284,0.045166275,0.025075226000000003,0.020203468
111,ABaraapap,291,0.045166275,0.011387221999999999,0.054019184000000005
111,ABaraappa,299,0.010014584,0.047370357,0.066347922
111,ABaraappp,306,0.010014584,0.03299934,0.0
111,ABarapaaa,316,0.14779279,0.020224105,0.033433542999999996
111,ABarapaap,323,0.14779279,0.019042581,0.005950807
111,ABarapapa,331,0.015447773,0.020765831999999998,0.056921944
111,ABarapapp,338,0.015447773,0.01463871,0.008089813000000001
111,ABarappaa,347,0.009695893,0.077180161,0.081769975
111,ABarappap,354,0.009695893,0.031119594,0.061559862
111,ABarapppa,362,0.19612069,0.027566807000000002,0.274020494
111,ABarapppp,369,0.19612069,0.000590299,0.051192077
111,ABarpaaaa,380,0.017720775,0.060820995,0.011880486
111,ABarpaaap,387,0.017720775,0.076470911,0.049277592
111,ABarpaapa,393,0.068396841,0.009452971,0.008333541
111,ABarpaapp,396,0.068396841,0.011078541,0.008535219
111,ABarpapaa,401,0.160099308,0.047733516,0.013736264
111,ABarpapap,408,0.160099308,0.011317968999999999,0.0
111,ABarpappa,412,0.09718469699999999,0.04743083,0.068061313
111,ABarpappp,415,0.09718469699999999,0.004050004,0.002727003
111,ABarppaaa,421,0.014657953,0.0029188309999999998,0.0036485379999999998
111,ABarppaap,424,0.014657953,0.011812603999999999,0.024772062999999997
111,ABarppapa,428,0.039312924,0.016114221,0.020231642
111,ABarppapp,431,0.039312924,0.013771607,0.027939926
111,ABarpppaa,436,0.004323067,0.014937196000000002,0.001546528
111,ABarpppap,439,0.004323067,0.013883649,0.028748207999999997
111,ABarppppa,443,0.13625820000000002,0.047037160999999994,0.01701819
111,ABarppppp,446,0.13625820000000002,0.002002002,0.034151799
111,ABplaaaaa,455,0.004589572,0.024107851,0.024028549
111,ABplaaaap,462,0.004589572,0.046055437000000005,0.005899076
111,ABplaaapa,466,0.113938018,0.080486393,0.055240301
111,ABplaaapp,469,0.113938018,0.018007767,0.060380439
111,ABplaapaa,474,0.113875089,0.051948052,0.007244456
111,ABplaapap,481,0.113875089,0.062488445,0.015640598999999998
111,ABplaappa,489,0.10805442,0.005081785,0.056773067
111,ABplaappp,492,0.10805442,0.023340371000000002,0.010634138999999999
111,ABplapaaa,498,0.066959385,0.031193667,0.00595658
111,ABplapaap,505,0.066959385,0.010965306000000001,0.037389898
111,ABplapapa,509,0.047309963,0.030991976,0.083498081
111,ABplapapp,512,0.047309963,0.009835657,0.040214143
111,ABplappaa,519,0.056655942,0.016343476000000003,0.028220085
111,ABplappap,522,0.056655942,0.043657071,0.0037962670000000003
111,ABplapppa,526,0.172812283,0.029222252,0.11235139300000001
111,ABplapppp,533,0.172812283,0.07033524299999999,0.016245657
111,ABplpaaaa,540,0.071056311,0.003209393,0.013150685
111,ABplpaaap,547,0.071056311,0.065669867,0.04791436599999999
111,ABplpaapa,555,0.013245033,0.001485884,0.04717682
111,ABplpaapp,562,0.013245033,0.021309812,0.030910936
111,ABplpapaa,571,0.07832489999999999,0.054834659,0.04010046
111,ABplpapap,578,0.07832489999999999,0.066056911,0.00094367
111,ABplpappa,586,0.038847493999999996,0.042727231,0.045606178
111,ABplpappp,591,0.038847493999999996,0.015306122,0.067602041
111,ABplppaaa,601,0.008643132,0.037983842000000004,0.050162788
111,ABplppaap,606,0.008643132,0.002142125,0.07059700099999999
111,ABplppapa,614,0.036762881000000004,0.018793706,0.009251166
111,ABplppapp,621,0.036762881000000004,0.09052092199999999,0.020495303
111,ABplpppaa,630,0.043204379,0.110513661,0.068939891
111,ABplpppap,637,0.043204379,0.005237413,0.031770344
111,ABplppppa,643,0.085978239,0.047315552000000004,0.021960512999999997
111,ABplppppp,650,0.085978239,0.164054426,0.061918705
111,ABpraaaaa,662,0.12704048699999998,0.073858804,0.00439467
111,ABpraaaap,669,0.12704048699999998,0.030257702999999997,0.012521903000000001
111,ABpraaapa,677,0.062718411,0.034765467,0.04009677
111,ABpraaapp,684,0.062718411,0.031207517999999997,0.021455169
111,ABpraapaa,693,0.158017889,0.043201257,0.098359225
111,ABpraapap,700,0.158017889,0.041593586,0.000501128
111,ABpraappa,708,0.09543610400000001,0.010597262,0.086092154
111,ABpraappp,711,0.09543610400000001,0.004117389,0.00630749
111,ABprapaaa,717,0.052201738,0.015831135,0.021927031
111,ABprapaap,724,0.052201738,0.016083844,0.056241569000000005
111,ABprapapa,728,0.104650776,0.0051903109999999995,0.043944637
111,ABprapapp,731,0.104650776,0.007868569,0.024470385
111,ABprappaa,738,0.118163915,0.030634146,0.032390244
111,ABprappap,741,0.118163915,0.030201454,0.055590587999999996
111,ABprapppa,745,0.133119763,0.038188467999999996,0.204711704
111,ABprapppp,752,0.133119763,0.000884608,0.002162375
111,ABprpaaaa,759,0.096490051,0.037048526,0.011477953
111,ABprpaaap,766,0.096490051,0.02896186,0.076687742
111,ABprpaapa,774,0.021392487999999998,0.055431075999999996,0.029907452999999997
111,ABprpaapp,781,0.021392487999999998,0.037472997,0.032138606
111,ABprpapaa,790,0.046402412000000004,0.01177109,0.026923237000000003
111,ABprpapap,797,0.046402412000000004,0.060766571,0.08666225300000001
111,ABprpappa,805,0.001959463,0.096643329,0.06124452
111,ABprpappp,812,0.001959463,0.049023542,0.04434189400000001
111,ABprppaaa,822,0.077068966,0.14742819699999998,0.0018565029999999998
111,ABprppaap,827,0.077068966,0.02398465,0.019827311
111,ABprppapa,835,0.026587173999999998,0.031036159,0.013723217
111,ABprppapp,842,0.026587173999999998,0.069836361,0.056221277
111,ABprpppaa,851,0.07801743,0.029477645,0.11665621400000001
111,ABprpppap,858,0.07801743,0.069238631,0.047947539000000004
111,ABprppppa,864,0.04676652,0.117891439,0.082953075
111,ABprppppp,871,0.04676652,0.056430834000000006,0.058331573
111,Caaaa,882,0.108413515,0.07257601799999999,0.007426532
111,Caaap,885,0.108413515,0.003535338,0.005694084
111,Caapa,889,0.11839284900000001,0.008644401,0.198428291
111,Caapp,892,0.11839284900000001,0.09550999199999999,0.055281599
111,Capaa,897,0.001681363,0.005748542,0.130163423
111,Capap,904,0.001681363,0.08862187099999999,0.22621784600000003
111,Cappa,912,0.10069869199999999,0.023327822999999998,0.000442344
111,Cappp,919,0.10069869199999999,0.07464301200000001,0.028775422000000002
111,Cpaaa,929,0.129538193,0.107440812,0.146974821
111,Cpaap,932,0.129538193,0.020612526000000003,0.027873365
111,Cpapa,936,0.129386591,0.09732406800000001,0.053633815999999994
111,Cpapp,939,0.129386591,0.028008269,0.11043177
111,Cppaa,944,0.138606359,0.06709658,0.035656036
111,Cppap,951,0.138606359,0.011653347,0.085557679
111,Cpppa,959,0.040585084,0.0640216,0.064250412
111,Cpppp,966,0.040585084,0.018817634,0.064022602
111,Daa,975,0.410808451,0.163835176,0.45434608
111,Dap,982,0.410808451,0.005432235,0.018199366
111,Dpa,992,0.18746007899999997,0.281528305,0.292235892
111,Dpp,999,0.18746007899999997,0.18572685,0.090513884
111,Eala,1012,0.034968757999999996,0.021750872,0.030694727999999998
111,Ealp,1017,0.034968757999999996,0.0070336769999999995,0.024845497999999997
111,Eara,1021,0.023371452,0.026663044,0.020181635
111,Earp,1024,0.023371452,0.004234133,0.014000298000000001
111,Epla,1029,0.01288074,0.012664978,0.020492506
111,Eplp,1032,0.01288074,0.019367837,0.01122208
111,Epra,1036,0.023515292,0.075970151,0.041668859
111,Eprp,1039,0.023515292,0.0013353129999999999,0.010670995
111,MSaaaaa,1047,0.012535771999999999,0.039635718,0.020619738000000002
111,MSaaaap,1054,0.012535771999999999,0.634960094,0.036242313
111,MSaaapa,1062,0.283053543,0.42651764799999997,0.421216029
111,MSaaapp,1069,0.283053543,0.06453995,0.032934574
111,MSaapaa,1074,0.052884547999999997,0.007126101,0.10290798
111,MSaapap,1081,0.052884547999999997,0.020678311,0.017701888
111,MSaappa,1089,0.006344814,0.009242449,0.032018485
111,MSaappp,1092,0.006344814,0.051231402,0.046484212999999996
111,MSapaaa,1098,0.06532552700000001,0.037017954,0.002655464
111,MSapaap,1101,0.06532552700000001,0.033374536,0.019954088000000002
111,MSapapa,1105,0.032304142,0.00916862,0.005308148
111,MSapapp,1108,0.032304142,0.012664683000000001,0.006204845
111,MSappaa,1113,0.055554068,0.022039095,0.045036412000000005
111,MSappap,1116,0.055554068,0.042547802999999995,0.115233633
111,MSapppa,1120,0.021717542000000003,0.024736397,0.038216844
111,MSapppp,1123,0.021717542000000003,0.025240158,0.12977962
111,MSpaaaa,1130,0.018520589,0.012576671000000001,0.001443225
111,MSpaaap,1137,0.018520589,0.009734692,0.012710582
111,MSpaapa,1145,0.018810495,0.031931314,0.000819988
111,MSpaapp,1152,0.018810495,0.14533622599999999,6.509761387999999
111,MSpapaa,1155,0.027317902999999998,0.01853063,0.018748637
111,MSpapap,1162,0.027317902999999998,0.045326179,0.004659701
111,MSpappa,1170,0.001326065,0.033632831,0.021369597
111,MSpappp,1173,0.001326065,0.020772136,0.003147293
111,MSppaaa,1181,0.055241409000000005,0.012706226999999999,0.035524215
111,MSppaap,1184,0.055241409000000005,0.023306469,0.053147462
111,MSppapa,1188,0.055027685,0.013820535,0.027843322
111,MSppapp,1191,0.055027685,0.058210784,0.01317402
111,MSpppaa,1196,0.10148942,0.058738270999999995,0.125028606
111,MSpppap,1199,0.10148942,0.056849005,0.074706148
111,MSpppp,1202,,0.021548347000000002,0.003447735
111,Z2,1213,0.257539461,0.20440844,0.315486059
111,Z3,1214,0.257539461,0.084994473,0.198117163
112,ABalaaaal,8,0.068145416,0.004704469,0.005154897
112,ABalaaaar,15,0.068145416,0.08400944800000001,0.059566602
112,ABalaaapa,23,0.131812158,0.062026189,0.151142448
112,ABalaaapp,30,0.131812158,0.072857205,0.119090156
112,ABalaapaa,39,0.205889911,0.085335335,0.063438438
112,ABalaapap,46,0.205889911,0.053078010999999994,0.023775864
112,ABalaappa,52,0.192892588,0.0008460239999999999,0.041576021
112,ABalaappp,57,0.192892588,0.068959703,0.026302479
112,ABalapaaa,67,0.01400934,0.011810649,0.071721116
112,ABalapaap,74,0.01400934,0.027891900000000004,0.047981605999999996
112,ABalapapa,82,0.028496732,0.06540431299999999,0.07503641400000001
112,ABalapapp,87,0.028496732,0.026172935,0.040325707999999995
112,ABalappaa,96,0.197788608,0.114254625,0.01523395
112,ABalappap,101,0.197788608,0.011229946999999999,0.02459893
112,ABalapppa,109,0.116386512,0.122290044,0.020486915
112,ABalapppp,116,0.116386512,0.011176877,0.011567467
112,ABalpaaaa,127,0.108995571,0.037378545,0.022506445
112,ABalpaaap,134,0.108995571,0.045977011,0.046433133
112,ABalpaapa,142,0.034165898,0.037435657000000004,0.004071128
112,ABalpaapp,149,0.034165898,0.023215523,0.01533264
112,ABalpapaa,158,0.036984078,0.11856474300000001,0.029814526
112,ABalpapap,165,0.036984078,0.014461703000000001,0.047067488
112,ABalpappa,173,0.032469863,0.025563817000000003,6.15e-05
112,ABalpappp,180,0.032469863,0.021092746000000002,0.0
112,ABalppaaa,190,0.123610494,0.006240821999999999,0.006240821999999999
112,ABalppaap,195,0.123610494,0.002238454,0.099081056
112,ABalppapa,201,0.020716121,0.009222948,0.02962963
112,ABalppapp,208,0.020716121,0.030029851,0.0
112,ABalpppaa,217,0.186179657,0.07252412400000001,0.064195023
112,ABalpppap,224,0.186179657,0.028889743,0.017748751
112,ABalppppa,232,0.094063584,0.0313325,0.001319994
112,ABalppppp,239,0.094063584,0.022328549,0.031349681000000004
112,ABaraaaaa,255,0.07793829099999999,0.005540875,0.010570284
112,ABaraaaap,262,0.07793829099999999,0.015035956000000001,0.013183700000000001
112,ABaraaapa,268,0.29672849100000004,0.012693564,0.217265353
112,ABaraaapp,275,0.29672849100000004,0.239802973,0.216643623
112,ABaraapaa,284,0.04864308,0.032311219,0.012107752
112,ABaraapap,291,0.04864308,0.019240478000000002,0.034778706
112,ABaraappa,299,0.018797602,0.024126517000000004,0.090474439
112,ABaraappp,306,0.018797602,0.003419932,0.003419932
112,ABarapaaa,316,0.114896765,0.000637697,0.03407124
112,ABarapaap,323,0.114896765,0.050449617,0.056400423
112,ABarapapa,331,0.034362171000000004,0.002282769,0.059204713
112,ABarapapp,338,0.034362171000000004,0.035936382,0.044026196
112,ABarappaa,347,0.019826495,0.04785883,0.033911145
112,ABarappap,354,0.019826495,0.017403681,0.04415618
112,ABarapppa,362,0.09311713199999999,0.272935503,0.001084991
112,ABarapppp,369,0.09311713199999999,0.025251697000000004,0.076443774
112,ABarpaaaa,380,0.027364402000000003,0.048231225999999995,0.060111712000000005
112,ABarpaaap,387,0.027364402000000003,0.041421743999999996,0.007855848
112,ABarpaapa,393,0.144388508,0.509216647,0.500883107
112,ABarpaapp,396,0.144388508,0.018492974,0.027028192000000003
112,ABarpapaa,401,0.160347579,0.041037088,0.054773352000000004
112,ABarpapap,408,0.160347579,0.038628721,0.038628721
112,ABarpappa,412,0.11381113,0.002120891,0.070182204
112,ABarpappp,415,0.11381113,0.026892027000000002,0.024165024
112,ABarppaaa,421,0.012451739,0.010215908000000001,0.006567369
112,ABarppaap,424,0.012451739,0.003039165,0.021732897999999997
112,ABarppapa,428,0.038343261000000003,0.000296217,0.019935425
112,ABarppapp,431,0.038343261000000003,0.001700198,0.029640125
112,ABarpppaa,436,0.00399511,0.02957263,0.028026102
112,ABarpppap,439,0.00399511,0.02027214,0.008476068
112,ABarppppa,443,0.162172948,0.058252427,0.041234237
112,ABarppppp,446,0.162172948,0.000294412,0.033857387
112,ABplaaaaa,455,0.026747423,0.020777161000000002,0.04480571
112,ABplaaaap,462,0.026747423,0.023240938,0.017341862
112,ABplaaapa,466,0.119707431,0.006137811,0.04910249
112,ABplaaapp,469,0.119707431,0.006431345,0.066811784
112,ABplaapaa,474,0.122036906,0.007244456,0.0
112,ABplaapap,481,0.122036906,0.023072657000000003,0.007432058
112,ABplaappa,489,0.150463123,0.084961093,0.028188026
112,ABplaappp,492,0.150463123,0.029947611000000002,0.04058175
112,ABplapaaa,498,0.031409479,0.049533663,0.043577082999999996
112,ABplapaap,505,0.031409479,0.026154952000000002,0.06354485
112,ABplapapa,509,0.057381865,0.018490522,0.065007559
112,ABplapapp,512,0.057381865,0.002614542,0.042828685
112,ABplappaa,519,0.042831289,0.032686951,0.004466866
112,ABplappap,522,0.042831289,0.0037962670000000003,0.0
112,ABplapppa,526,0.171260566,0.034304383,0.07804701
112,ABplapppp,533,0.171260566,0.031927881,0.048173537
112,ABplpaaaa,540,0.055124783,0.00704501,0.006105675
112,ABplpaaap,547,0.055124783,0.024297001000000002,0.023617365
112,ABplpaapa,555,0.031446541,0.015137444,0.032039376
112,ABplpaapp,562,0.031446541,0.02138787,0.052298805999999996
112,ABplpapaa,571,0.058702538,0.023357053,0.016743407
112,ABplpapap,578,0.058702538,0.014372822,0.013429152
112,ABplpappa,586,0.047350078,0.016405429,0.029200748999999998
112,ABplpappp,591,0.047350078,0.051179847,0.016422193999999998
112,ABplppaaa,601,0.03988337,0.050162788,0.0
112,ABplppaap,606,0.03988337,0.017137003,0.087734004
112,ABplppapa,614,0.076337772,0.015078671,0.005827506
112,ABplppapp,621,0.076337772,0.064047822,0.043552519000000005
112,ABplpppaa,630,0.11914329800000001,0.18045901600000003,0.111519126
112,ABplpppap,637,0.11914329800000001,0.031226839,0.000543505
112,ABplppppa,643,0.11348799,0.139452719,0.117492206
112,ABplppppp,650,0.11348799,0.115656218,0.053737513
112,ABpraaaaa,662,0.156460389,0.06492770099999999,0.060533030999999994
112,ABpraaaap,669,0.156460389,0.015385273,0.00286337
112,ABpraaapa,677,0.022733125,0.034586264,0.005510506
112,ABpraaapp,684,0.022733125,0.041432709,0.01997754
112,ABpraapaa,693,0.169981507,0.021120614,0.119479839
112,ABpraapap,700,0.169981507,0.006264094,0.005762967
112,ABpraappa,708,0.115354963,0.05646221,0.029629944
112,ABpraappp,711,0.115354963,0.005343846,0.0009636439999999999
112,ABprapaaa,717,0.052297259000000006,0.022199982000000004,0.000272951
112,ABprapaap,724,0.052297259000000006,0.025526616000000002,0.081768185
112,ABprapapa,728,0.129849407,0.007266435999999999,0.036678201
112,ABprapapp,731,0.129849407,0.056463467,0.031993083
112,ABprappaa,738,0.0835025,0.080520325,0.048130081
112,ABprappap,741,0.0835025,0.006239420999999999,0.061830009000000005
112,ABprapppa,745,0.135929029,0.030120482,0.23483218600000003
112,ABprapppp,752,0.135929029,0.021918616000000002,0.024080991
112,ABprpaaaa,759,0.092600045,0.059649900000000006,0.048171948
112,ABprpaaap,766,0.092600045,0.059759331,0.136447073
112,ABprpaapa,774,0.076784538,0.074135412,0.044227959000000004
112,ABprpaapp,781,0.076784538,0.044085879,0.011947273000000001
112,ABprpapaa,790,0.016717237,0.081228868,0.05430563099999999
112,ABprpapap,797,0.016717237,0.015081292,0.101743544
112,ABprpappa,805,0.053689275999999994,0.073218609,0.011974088999999999
112,ABprpappp,812,0.053689275999999994,0.035513644,0.00882825
112,ABprppaaa,822,0.09212643699999999,0.028830402999999998,0.030686906
112,ABprppaap,827,0.09212643699999999,0.000213197,0.019614114
112,ABprppapa,835,0.021350306,0.026698575,0.040421793
112,ABprppapp,842,0.021350306,0.071554353,0.015333076000000001
112,ABprpppaa,851,0.09952370099999999,0.004121494,0.112534719
112,ABprpppap,858,0.09952370099999999,0.047947539000000004,0.0
112,ABprppppa,864,0.013145374,0.036981543,0.045971532
112,ABprppppp,871,0.013145374,0.126462513,0.06813094
112,Caaaa,882,0.102441821,0.038662587000000005,0.031236055
112,Caaap,885,0.102441821,0.051309325999999995,0.05700341
112,Caapa,889,0.164317964,0.014459725,0.212888016
112,Caapp,892,0.164317964,0.06785065400000001,0.012569056
112,Capaa,897,0.025143429,0.074361501,0.055801922000000004
112,Capap,904,0.025143429,0.038910337,0.265128183
112,Cappa,912,0.108147786,0.014574068999999999,0.014131725
112,Cappp,919,0.108147786,0.002109476,0.026665945
112,Cpaaa,929,0.09207086800000001,0.08425404,0.062720782
112,Cpaap,932,0.09207086800000001,0.0016861670000000001,0.029559532000000003
112,Cpapa,936,0.168106786,0.076822667,0.023188851
112,Cpapp,939,0.168106786,0.005881154,0.104550616
112,Cppaa,944,0.160551395,0.038140165,0.07379620099999999
112,Cppap,951,0.160551395,0.06968978099999999,0.015867898000000002
112,Cpppa,959,0.042490729000000005,0.025169321,0.039081091
112,Cpppp,966,0.042490729000000005,0.025374487,0.038648116
112,Daa,975,0.381083532,0.068388213,0.385957867
112,Dap,982,0.381083532,0.01224321,0.030442575
112,Dpa,992,0.220391854,0.376995673,0.08475978099999999
112,Dpp,999,0.220391854,0.3764292,0.28591531600000003
112,Eala,1012,0.028255842000000003,0.02178749,0.008907238
112,Ealp,1017,0.028255842000000003,0.012451202,0.012394296
112,Eara,1021,0.013150908999999999,0.015970658999999998,0.004210976
112,Earp,1024,0.013150908999999999,0.003787315,0.010212983
112,Epla,1029,0.007738546,0.032986077999999995,0.012493572
112,Eplp,1032,0.007738546,0.0066942519999999995,0.004527828
112,Epra,1036,0.001967371,0.019239877,0.022428982000000004
112,Eprp,1039,0.001967371,0.032484949,0.021813954
112,MSaaaaa,1047,0.00136867,0.017183115,0.0034366229999999998
112,MSaaaap,1054,0.00136867,0.009616643000000001,0.045858956
112,MSaaapa,1062,0.097826471,0.5118211779999999,0.09060514900000001
112,MSaaapp,1069,0.097826471,0.009009009,0.041943583
112,MSaapaa,1074,0.02460825,0.053644934000000005,0.049263046
112,MSaapap,1081,0.02460825,0.016135349,0.001566539
112,MSaappa,1089,0.013786851999999999,0.001815481,0.033833966
112,MSaappp,1092,0.013786851999999999,0.027591041,0.018893172
112,MSapaaa,1098,0.036712594,0.053505607999999996,0.050850145
112,MSapaap,1101,0.036712594,0.002207311,0.022161399
112,MSapapa,1105,0.045819140999999994,0.052461050999999995,0.047152902000000003
112,MSapapp,1108,0.045819140999999994,0.033319167000000004,0.039524012000000004
112,MSappaa,1113,0.028673931,0.023188961,0.021847451
112,MSappap,1116,0.028673931,0.032923895,0.082309738
112,MSapppa,1120,0.011614352,0.019753526,0.018463318
112,MSapppp,1123,0.011614352,0.051798832,0.077980787
112,MSpaaaa,1130,0.057275945999999994,0.032678728,0.031235502999999998
112,MSpaaap,1137,0.057275945999999994,0.046706345,0.033995763
112,MSpaapa,1145,0.033258254,0.004485819,0.005305806999999999
112,MSpaapp,1152,0.033258254,0.570498915,5.939262472999999
112,MSpapaa,1155,0.0030559909999999997,0.027120122000000003,0.008371485
112,MSpapap,1162,0.0030559909999999997,0.020545044,0.015885343
112,MSpappa,1170,0.008214233,0.005342399,0.026711996000000002
112,MSpappp,1173,0.008214233,0.011277801,0.008130508
112,MSppaaa,1181,0.044584602,0.007317722,0.042841937000000004
112,MSppaap,1184,0.044584602,0.038662601,0.09181006300000001
112,MSppapa,1188,0.067263654,0.024674712,0.052518034000000005
112,MSppapp,1191,0.067263654,0.000612745,0.013786765
112,MSpppaa,1196,0.061256925,0.120833015,0.004195590999999999
112,MSpppap,1199,0.061256925,0.078887884,0.15359403300000002
112,MSpppp,1202,,0.003447735,0.0
112,Z2,1213,0.275586823,0.00957046,0.325056518
112,Z3,1214,0.275586823,0.026641765,0.224758928
113,ABalaaaal,8,0.033587342,0.023622441,0.028777338
113,ABalaaaar,15,0.033587342,0.048885694,0.010680908000000001
113,ABalaaapa,23,0.158191155,0.09871176400000001,0.052430684000000005
113,ABalaaapp,30,0.158191155,0.025622031,0.093468125
113,ABalaapaa,39,0.209230611,0.036536537,0.099974975
113,ABalaapap,46,0.209230611,0.029173627999999997,0.052949492
113,ABalaappa,52,0.217824556,0.053420353,0.011844331999999999
113,ABalaappp,57,0.217824556,0.01525881,0.041561287999999995
113,ABalapaaa,67,0.027643429,0.027812173,0.099533289
113,ABalapaap,74,0.027643429,0.002638423,0.045343182999999995
113,ABalapapa,82,0.023043884,0.051590471,0.023445942999999997
113,ABalapapp,87,0.023043884,0.053702985999999994,0.013377278000000001
113,ABalappaa,96,0.21299192600000003,0.038220892,0.053454842
113,ABalappap,101,0.21299192600000003,0.046724599000000006,0.07132352900000001
113,ABalapppa,109,0.160087751,0.056970462,0.07745737700000001
113,ABalapppp,116,0.160087751,0.04158279,0.053150257
113,ABalpaaaa,127,0.10253016300000001,0.0,0.022506445
113,ABalpaaap,134,0.10253016300000001,0.011585477,0.034847656
113,ABalpaapa,142,0.0076525759999999995,0.036406177000000005,0.032335049
113,ABalpaapp,149,0.0076525759999999995,0.011088011000000002,0.026420651
113,ABalpapaa,158,0.038723141,0.003206795,0.033021321
113,ABalpapap,165,0.038723141,0.005490091,0.05255757900000001
113,ABalpappa,173,0.034729328999999996,0.000122903,6.15e-05
113,ABalpappp,180,0.034729328999999996,0.003855187,0.003855187
113,ABalppaaa,190,0.050466874,0.058125305999999995,0.051884484
113,ABalppaap,195,0.050466874,0.099081056,0.0
113,ABalppapa,201,0.046408013,0.059985475999999996,0.089615105
113,ABalppapp,208,0.046408013,0.0021492539999999997,0.0021492539999999997
