Time Point,Cell Name,Label,Children Volume Difference,Volume Difference to Previous TP,Volume Divergence of Cell
21,P3,1211,0.017669131,0.00488114,0.0058206759999999995
22,ABal,3,0.036107056,0.001587695,0.006037449
22,ABar,250,0.036107056,0.005223411,0.001638428
22,ABpl,450,0.020158679,0.00894978,0.0
22,ABpr,657,0.020158679,0.006722584,0.006139141999999999
22,C,878,0.028565412000000002,0.018189851,0.009722786
22,E,1008,0.014597977,0.00402759,0.004854542
22,MS,1042,0.014597977,0.010270933000000001,0.010270933000000001
22,P3,1211,0.028565412000000002,0.004041673,0.001779003
23,ABal,3,0.047792922,0.02277239,0.016734941
23,ABar,250,0.047792922,0.0028248120000000003,0.00446324
23,ABpl,450,0.012547477,0.000438943,0.000438943
23,ABpr,657,0.012547477,0.015568856,0.009429714
23,C,878,0.031646334,0.0014417520000000001,0.008281033
23,E,1008,0.015772471,0.002548337,0.002306205
23,MS,1042,0.015772471,0.004152535,0.006118398000000001
23,P3,1211,0.031646334,0.01302564,0.014804643000000001
24,ABala,4,0.005867113,,0.014713588
24,ABalp,123,0.005867113,,0.05550262
24,ABara,251,0.002143979,,0.01570489
24,ABarp,376,0.002143979,,0.0031700540000000003
24,ABpl,450,,0.004777877,0.00521682
24,ABpra,658,0.001756566,,0.060361632
24,ABprp,755,0.001756566,,0.04609636
24,C,878,0.043379728,0.012903426,0.021184459
24,E,1008,0.022197221,0.009732901,0.012039106
24,MS,1042,0.022197221,0.003537266,0.0025811320000000003
24,P3,1211,0.043379728,0.010029131,0.024833774
25,ABala,4,0.028616371,0.014713588,0.0
25,ABalp,123,0.028616371,0.053508127,0.001994493
25,ABara,251,0.015363951,0.021430404,0.037135294
25,ABarp,376,0.015363951,0.0060767930000000005,0.002906738
25,ABpla,451,0.006473441,,0.033970242000000005
25,ABplp,536,0.006473441,,0.008458235
25,ABpra,658,0.006900425,0.047173581,0.01318805
25,ABprp,755,0.006900425,0.031881737,0.014214623000000001
25,C,878,0.043840572,0.002653548,0.018530911
25,E,1008,0.03257353,0.004620349,0.016659456
25,MS,1042,0.03257353,0.014704306,0.012123173999999999
25,P3,1211,0.043840572,0.007193845,0.032027619
26,ABala,4,0.041004601,0.010264424,0.010264424
26,ABalp,123,0.041004601,0.014926398,0.012931905
26,ABara,251,0.000195578,0.029075028,0.008060266
26,ABarp,376,0.000195578,0.003840314,0.0009335760000000001
26,ABpla,451,0.032071987,0.039592109,0.005621866999999999
26,ABplp,536,0.032071987,0.009031751,0.017489986000000003
26,ABpra,658,0.007420426999999999,0.0009379260000000001,0.012250124
26,ABprp,755,0.007420426999999999,0.030629025,0.016414401999999998
26,C,878,0.036144308,0.007250103000000001,0.011280808
26,E,1008,0.024346039,0.017486408000000002,0.0008269530000000001
26,MS,1042,0.024346039,0.00046091599999999996,0.011662258
26,P3,1211,0.036144308,0.009189664,0.022837955
27,ABala,4,0.045525853,0.008411775,0.001852649
27,ABalp,123,0.045525853,0.015939794,0.028871697999999998
27,ABara,251,0.020275544,0.031115451000000002,0.039175717
27,ABarp,376,0.020275544,0.011189232,0.010255656
27,ABpla,451,0.019045473,0.003913174,0.0017086929999999998
27,ABplp,536,0.019045473,0.025297935,0.007807949000000001
27,ABpra,658,0.020464154,0.017164039,0.004913915
27,ABprp,755,0.020464154,0.039591728,0.023177325
27,C,878,0.02033236,0.019561842,0.008281033
27,E,1008,0.017156783000000002,0.006189575,0.007016527
27,MS,1042,0.017156783000000002,0.007766978000000001,0.00389528
27,P3,1211,0.02033236,0.008839423,0.013998532
28,ABala,4,0.04397601,0.011476131,0.01332878
28,ABalp,123,0.04397601,0.012879418,0.01599228
28,ABara,251,0.012978267,0.010273707,0.02890201
28,ABarp,376,0.012978267,0.004691817,0.005563839
28,ABpla,451,0.015763111,0.000679936,0.0023886289999999998
28,ABplp,536,0.015763111,0.008498878,0.016306827
28,ABpra,658,0.007586826999999999,0.022436812,0.017522898000000002
28,ABprp,755,0.007586826999999999,0.002966043,0.020211282
28,C,878,0.0075271159999999995,0.012226474,0.020507507
28,E,1008,,0.004712968,0.011729495
28,MSa,1043,0.019832269,,0.003049671
28,MSp,1126,0.019832269,,0.007714682
28,P3,1211,0.0075271159999999995,0.014938068,0.000939536
29,ABala,4,0.042832028,0.009473773000000001,0.003855007
29,ABalp,123,0.042832028,0.005979440999999999,0.021971722000000003
29,ABara,251,0.003745505,0.026708456000000002,0.002193554
29,ABarp,376,0.003745505,0.008032856,0.002469018
29,ABpla,451,0.033798626,0.020097068,0.022485697000000002
29,ABplp,536,0.033798626,0.016306827,0.0
29,ABpra,658,0.009737555,0.012759867,0.030282764
29,ABprp,755,0.009737555,0.022385232999999997,0.00217395
29,C,878,0.006220528,0.001454671,0.019052836
29,Ea,1010,0.028863952000000002,,0.054641891
29,Ep,1027,0.028863952000000002,,0.041494636
29,MSa,1043,0.005668199999999999,0.0028062290000000004,0.00024344299999999998
29,MSp,1126,0.005668199999999999,0.024163501,0.016448819
29,P3,1211,0.006220528,0.007338389,0.008277925
30,ABala,4,0.029852881,0.016341673,0.012486667
30,ABalp,123,0.029852881,0.010816289,0.011155433000000001
30,ABara,251,0.005636708000000001,0.005711592,0.003518039
30,ABarp,376,0.005636708000000001,0.0014054929999999998,0.001063524
30,ABpla,451,0.017864599999999998,0.022526422999999997,4.07e-05
30,ABplp,536,0.017864599999999998,0.008322759,0.008322759
30,ABpra,658,0.010199317,0.030282764,0.0
30,ABprp,755,0.010199317,0.032923511,0.035097462
30,C,878,0.00048500800000000004,0.004668901,0.023721737000000003
30,Ea,1010,0.016122267,0.02791907,0.026722821
30,Ep,1027,0.016122267,0.004543248,0.046037884
30,MSa,1043,0.009932213,0.024463762000000003,0.02422032
30,MSp,1126,0.009932213,0.007079546,0.023528365
30,P3,1211,0.00048500800000000004,0.011552403000000001,0.019830328
31,ABala,4,0.005890245,0.017384958,0.029871625
31,ABalp,123,0.005890245,0.031003463999999998,0.019848031000000002
31,ABara,251,0.010540921000000002,0.019604763,0.023122801000000002
31,ABarp,376,0.010540921000000002,0.00776612,0.006702596
31,ABpla,451,0.011414465,0.019792513,0.019833239
31,ABplp,536,0.011414465,0.010242006,0.001919247
31,ABpra,658,0.005040898,0.0036130529999999998,0.0036130529999999998
31,ABprp,755,0.005040898,0.027727553999999998,0.007369906999999999
31,C,878,0.028137363,0.041815988,0.018094251000000002
31,Ea,1010,0.025484693,0.021181517999999996,0.04790434
31,Ep,1027,0.025484693,0.004074197,0.041963687
31,MSa,1043,0.00640781,0.014194913,0.038415233
31,MSp,1126,0.00640781,0.043808229000000004,0.020279865
31,P3,1211,0.028137363,0.002218195,0.017612133000000002
32,ABala,4,0.015197715,0.019574452,0.010297172
32,ABalp,123,0.015197715,0.000977059,0.018870972
32,ABara,251,0.011738376000000002,0.005214413,0.017908388
32,ABarp,376,0.011738376000000002,0.006702596,0.0
32,ABpla,451,0.022075347000000002,0.019873963999999997,4.07e-05
32,ABplp,536,0.022075347000000002,0.000555453,0.001363794
32,ABpra,658,0.019996152,0.020279583,0.023892636000000002
32,ABprp,755,0.019996152,0.009543858,0.00217395
32,Ca,879,0.002612207,,0.004171431
32,Cp,926,0.002612207,,0.011891215
32,Ea,1010,0.034222605,0.007587778000000001,0.040316561
32,Ep,1027,0.034222605,0.026381382000000002,0.06834506900000001
32,MSa,1043,0.009443426999999999,0.011486062,0.049901295
32,MSp,1126,0.009443426999999999,0.019414136999999998,0.000865727
32,P3,1211,,0.000939536,0.016672597
33,ABala,4,0.00805624,0.015429383999999999,0.025726557
33,ABalp,123,0.00805624,0.000395669,0.01926664
33,ABara,251,0.017148139,0.004017206,0.013891181
33,ABarp,376,0.017148139,0.013480426,0.013480426
33,ABpla,451,0.013009033,0.013361452,0.013320726000000001
33,ABplp,536,0.013009033,0.004041709,0.0026779140000000004
33,ABpra,658,0.017527183,0.008677851,0.015214785
33,ABprp,755,0.017527183,0.004050866,0.006224817
33,Ca,879,0.023876763999999998,0.021485287000000002,0.025656718999999998
33,Cp,926,0.023876763999999998,0.021335056,0.00944384
33,Ea,1010,0.005989783,0.050791156,0.010474595
33,Ep,1027,0.005989783,0.0021489070000000002,0.06619616099999999
33,MSa,1043,0.020709082,0.004864425,0.04503687
33,MSp,1126,0.020709082,0.025704819,0.024839092000000004
33,P3,1211,,0.018568347,0.035240943999999996
34,ABala,4,0.031379592000000005,0.02956285,0.0038362929999999997
34,ABalp,123,0.031379592000000005,0.01926664,0.0
34,ABara,251,0.004171718,0.011053283999999998,0.0028378979999999997
34,ABarp,376,0.004171718,0.01454737,0.001066944
34,ABpla,451,0.010280205,0.0034563420000000003,0.009864385
34,ABplp,536,0.010280205,0.0107523,0.013430214
34,ABpra,658,0.0034892129999999997,0.01121025,0.004004535
34,ABprp,755,0.0034892129999999997,0.03166219,0.025437373
34,Ca,879,0.035527054,0.024620572,0.05027729
34,Cp,926,0.035527054,0.00038855199999999996,0.009055288
34,Ea,1010,0.020242476000000002,0.019382202,0.008907607
34,Ep,1027,0.020242476000000002,0.007990226,0.07418638799999999
34,MSa,1043,0.007186009,0.00598426,0.03905261
34,MSp,1126,0.007186009,0.047170002,0.02233091
34,P3,1211,,0.0028408459999999997,0.032400097999999995
35,ABalaa,5,0.016037577,,0.043471545
35,ABalap,64,0.016037577,,0.015283538000000001
35,ABalpa,124,0.017223698,,0.007873178
35,ABalpp,187,0.017223698,,0.024800501000000003
35,ABara,251,,0.000644344,0.002193554
35,ABarpa,377,0.004654201,,0.050709530999999995
35,ABarpp,418,0.004654201,,0.085937449
35,ABplaa,452,0.011840449,,0.0056667869999999995
35,ABplap,495,0.011840449,,0.036539349
35,ABplp,536,,0.016135223,0.0027050090000000004
35,ABpraa,659,0.009583153,,0.025491159
35,ABprap,714,0.009583153,,0.003447275
35,ABprp,755,,0.004851569,0.020585804
35,Ca,879,0.037834374,0.025919782000000002,0.024357507999999996
35,Cp,926,0.037834374,0.028868934,0.037924222
35,Ea,1010,0.03864184,0.052481723,0.043574115999999996
35,Ep,1027,0.03864184,0.063458214,0.010728173999999998
35,MSa,1043,0.008705961,0.01839983,0.02065278
35,MSp,1126,0.008705961,0.046805911,0.024475001
35,P3,1211,,0.022938023999999998,0.009462074000000001
36,ABalaa,5,0.006329884,0.047377364000000005,0.003905819
36,ABalap,64,0.006329884,0.003999507,0.019283045
36,ABalpa,124,0.016077067,0.007005655,0.000867523
36,ABalpp,187,0.016077067,0.009713991,0.034514492
36,ABaraa,252,0.011524609,,0.040785855
36,ABarap,313,0.011524609,,0.02765471
36,ABarpa,377,0.016807786,0.026743303,0.023966228
36,ABarpp,418,0.016807786,0.064444923,0.021492526
36,ABplaa,452,0.030081858,0.013292374,0.018959161999999998
36,ABplap,495,0.030081858,0.024266758,0.012272591000000001
36,ABplpa,537,0.013552143000000001,,0.022557773
36,ABplpp,598,0.013552143000000001,,0.011189708999999999
36,ABpraa,659,0.024386067,0.044261624000000006,0.018770465
36,ABprap,714,0.024386067,0.015162891999999999,0.018610168
36,ABprpa,756,0.013917588,,0.044141703
36,ABprpp,819,0.013917588,,0.10288858099999999
36,Ca,879,0.030343979,0.001207943,0.025565452000000002
36,Cp,926,0.030343979,0.015764123,0.022160099
36,D,973,0.00028352900000000003,,0.02404197
36,Ea,1010,0.037234036,0.009357436,0.052931552
36,Ep,1027,0.037234036,0.013226142,0.023954317000000003
36,MSa,1043,0.014792201999999999,0.0056168830000000005,0.015035897
36,MSp,1126,0.014792201999999999,0.016618728,0.041093729
36,P4,1212,0.00028352900000000003,,0.052750187000000004
37,ABalaa,5,0.011134607,0.000838537,0.003067282
37,ABalap,64,0.011134607,0.009058432,0.028341477
37,ABalpa,124,0.020078165,0.030747952000000002,0.031615475
37,ABalpp,187,0.020078165,0.040457921,0.005943429
37,ABaraa,252,0.013390025,0.006080033,0.046865888
37,ABarap,313,0.013390025,0.010083668,0.017571042
37,ABarpa,377,0.036033294,0.006551810999999999,0.03051804
37,ABarpp,418,0.036033294,0.030968568,0.009476041999999999
37,ABplaa,452,0.054591427000000005,0.015012649,0.033971811
37,ABplap,495,0.054591427000000005,0.0354916,0.023219009
37,ABplpa,537,0.006353836999999999,0.011572128999999999,0.010985644
37,ABplpp,598,0.006353836999999999,0.028373211000000002,0.017183502
37,ABpraa,659,0.038503886,0.00043385699999999995,0.019204322
37,ABprap,714,0.038503886,0.02908852,0.010478352
37,ABprpa,756,0.054581224000000005,0.159859251,0.115717548
37,ABprpp,819,0.054581224000000005,0.026904095,0.07598448599999999
37,Ca,879,0.026822278999999997,0.031524639,0.005959188000000001
37,Cp,926,0.026822278999999997,0.022753019,0.044913117999999995
37,D,973,0.014821321,0.019407136000000002,0.004634834
37,Ea,1010,0.023785802,0.044844512,0.008087039
37,Ep,1027,0.023785802,0.021761777000000003,0.00219254
37,MSa,1043,0.006195574000000001,0.01719147,0.002155573
37,MSp,1126,0.006195574000000001,0.023892456,0.017201274
37,P4,1212,0.014821321,0.0029353,0.055685487
38,ABalaa,5,0.019050471,0.01436547,0.011298188
38,ABalap,64,0.019050471,0.042294584,0.013953106000000002
38,ABalpa,124,0.03919542,0.043597109,0.011981635
38,ABalpp,187,0.03919542,0.005044459,0.00089897
38,ABaraa,252,0.039915518999999997,0.039615345,0.007250543000000001
38,ABarap,313,0.039915518999999997,0.015745262,0.00182578
38,ABarpa,377,0.029026345,0.005710499,0.024807541000000002
38,ABarpp,418,0.029026345,0.008372354,0.001103688
38,ABplaa,452,0.017626988,0.050632454,0.016660643
38,ABplap,495,0.017626988,0.025153316000000002,0.0019343070000000001
38,ABplpa,537,0.030658279,0.031652661,0.020667017
38,ABplpp,598,0.030658279,0.017183502,0.0
38,ABpraa,659,0.027154986000000002,0.008169614,0.011034708999999998
38,ABprap,714,0.027154986000000002,0.015231155,0.004752803
38,ABprpa,756,0.02275545,0.133728658,0.01801111
38,ABprpp,819,0.02275545,0.021411922000000003,0.054572564000000004
38,Ca,879,0.019391312,0.019429099,0.013469911000000001
38,Cp,926,0.019391312,0.10851711800000001,0.063604
38,D,973,0.009395361,0.007549849,0.012184683
38,Ea,1010,0.013759168,0.01094914,0.0028621
38,Ep,1027,0.013759168,0.008584721,0.010777261000000002
38,MSa,1043,0.007001642,0.000818852,0.002974425
38,MSp,1126,0.007001642,0.000772682,0.016428592
38,P4,1212,0.009395361,0.000359811,0.055325676
39,ABalaa,5,0.023120684,0.010801686000000001,0.022099874
39,ABalap,64,0.023120684,0.000895167,0.013057939
39,ABalpa,124,0.053919945999999996,0.009722802,0.021704437000000004
39,ABalpp,187,0.053919945999999996,0.020953249,0.02185222
39,ABaraa,252,0.038598989,0.007080964,0.00016957900000000002
39,ABarap,313,0.038598989,0.00994129,0.011767071
39,ABarpa,377,0.024994528,0.025164912,0.00035737199999999995
39,ABarpp,418,0.024994528,0.014374065,0.015477753
39,ABplaa,452,0.028350146,0.027090712000000003,0.010430069
39,ABplap,495,0.028350146,0.0052753819999999995,0.007209689
39,ABplpa,537,0.03097439,0.0030199579999999997,0.017647059
39,ABplpp,598,0.03097439,0.004038026,0.004038026
39,ABpraa,659,0.036053046,0.011075638999999998,4.09e-05
39,ABprap,714,0.036053046,0.03016366,0.025410857000000002
39,ABprpa,756,0.01721941,0.017235797,0.000775313
39,ABprpp,819,0.01721941,0.006954864,0.0476177
39,Ca,879,0.013714735,0.029162439,0.015692527
39,Cp,926,0.013714735,0.09206672,0.02846272
39,D,973,0.01148569,0.001877601,0.014062284
39,Ea,1010,0.046480027,0.075353808,0.072491708
39,Ep,1027,0.046480027,0.015702295,0.026479555
39,MSa,1043,0.020068087,0.009002948,0.011977373000000001
39,MSp,1126,0.020068087,0.016428592,0.0
39,P4,1212,0.01148569,0.011627577,0.066953253
40,ABalaa,5,0.015944009,0.020455900000000003,0.001643975
40,ABalap,64,0.015944009,0.002628013,0.015685952
40,ABalpa,124,0.041989325,0.021704437000000004,0.0
40,ABalpp,187,0.041989325,0.0025818770000000002,0.019270343
40,ABaraa,252,0.048073232,0.003482577,0.0036521559999999997
40,ABarap,313,0.048073232,0.023475515,0.011708445
40,ABarpa,377,0.02653681,0.000409488,5.21e-05
40,ABarpp,418,0.02653681,0.002586156,0.018063909
40,ABplaa,452,0.005990166,0.06044091099999999,0.050010842
40,ABplap,495,0.005990166,0.015005532,0.007795843
40,ABplpa,537,0.010129109,0.034576331,0.016929272
40,ABplpp,598,0.010129109,0.006480301,0.002442276
40,ABpraa,659,0.035592239,0.012082515,0.012041585
40,ABprap,714,0.035592239,0.16250832,0.137097462
40,ABprpa,756,0.045050281,0.019996251,0.020771564
40,ABprpp,819,0.045050281,0.038860421,0.008757278
40,Ca,879,0.006418124,0.017507127,0.0018145989999999999
40,Cp,926,0.006418124,0.030705727000000002,0.002243007
40,D,973,0.012458583,0.00814153,0.005920754
40,Ea,1010,0.027220632,0.06708387099999999,0.0054078369999999995
40,Ep,1027,0.027220632,0.034322522,0.007842966
40,MSa,1043,0.035764971,0.011950816000000001,0.023928189
40,MSp,1126,0.035764971,0.018698092,0.018698092
40,P4,1212,0.012458583,0.01622937,0.050723883
41,ABalaa,5,0.00748545,0.000419269,0.0020632429999999998
41,ABalap,64,0.00748545,0.01516035,0.000525603
41,ABalpa,124,0.044415824000000007,0.01167882,0.01167882
41,ABalpp,187,0.044415824000000007,0.0070383830000000005,0.01223196
41,ABaraa,252,0.053749028,0.007478027,0.003825871
41,ABarap,313,0.053749028,0.004380198,0.016088642
41,ABarpa,377,0.012198041000000001,0.00010423299999999999,5.21e-05
41,ABarpp,418,0.012198041000000001,0.027291785,0.009227876
41,ABplaa,452,0.002594027,0.0055583659999999995,0.044452476
41,ABplap,495,0.002594027,0.012660916999999999,0.004865075
41,ABplpa,537,0.026973325,0.015266106000000002,0.001663165
41,ABplpp,598,0.026973325,0.019324142,0.016881866000000002
41,ABpraa,659,0.026726802999999997,0.001023248,0.011018337
41,ABprap,714,0.026726802999999997,0.019617045,0.11748041699999999
41,ABprpa,756,0.039376485,0.008622159,0.012149405
41,ABprpp,819,0.039376485,0.002887637,0.011644915
41,Ca,879,0.005516381999999999,0.02194699,0.020132391
41,Cp,926,0.005516381999999999,0.0026794970000000003,0.004922504
41,D,973,0.022409882000000002,0.010547698999999999,0.004626945
41,Ea,1010,0.029361447000000002,0.004241247,0.00116659
41,Ep,1027,0.029361447000000002,0.00909195,0.016934916
41,MSa,1043,0.024239917000000003,0.013327373,0.010600816
41,MSp,1126,0.024239917000000003,0.0095675,0.009130591
41,P4,1212,0.022409882000000002,0.008578651999999999,0.059302535
42,ABalaa,5,0.017020042,0.017664453,0.019727696
42,ABalap,64,0.017020042,0.00358888,0.0041144829999999995
42,ABalpa,124,0.052640079000000006,0.027711622,0.039390443
42,ABalpp,187,0.052640079000000006,0.01149489,0.00073707
42,ABaraa,252,0.058645247000000005,0.016469858,0.02029573
42,ABarap,313,0.058645247000000005,0.006365106,0.009723536999999999
42,ABarpa,377,0.012245917,0.007951517,0.008003633000000001
42,ABarpp,418,0.012245917,0.007066215,0.002161661
42,ABplaa,452,0.00881615,0.001828695,0.04262378
42,ABplap,495,0.00881615,0.011019687,0.006154613000000001
42,ABplpa,537,0.045542605,0.018802521000000003,0.017139356
42,ABplpp,598,0.045542605,0.019110078,0.035991943
42,ABpraa,659,0.038381548,0.026612639,0.015594303
42,ABprap,714,0.038381548,0.163975971,0.046495554
42,ABprpa,756,0.058214519000000006,0.026769587,0.038918993
42,ABprpp,819,0.058214519000000006,0.011644915,0.0
42,Ca,879,0.0044337759999999995,0.014903338,0.005229053
42,Cp,926,0.0044337759999999995,0.0054245940000000005,0.00050209
42,D,973,0.005136872,0.029331597999999997,0.024704652999999997
42,Ea,1010,0.063410723,0.07696528400000001,0.078131874
42,Ep,1027,0.063410723,0.014742377,0.00219254
42,MSa,1043,0.027046147000000003,0.010600816,0.0
42,MSp,1126,0.027046147000000003,0.014984363999999998,0.024114956
42,P4,1212,0.005136872,0.011570763999999999,0.070873299
43,ABalaa,5,0.013932294,0.017090717,0.0026369790000000002
43,ABalap,64,0.013932294,0.007300949,0.011415431
43,ABalpa,124,0.0435397,0.025763788,0.013626653999999998
43,ABalpp,187,0.0435397,0.0076178140000000005,0.008354884
43,ABaraa,252,0.049278394,0.013839313,0.0064564159999999995
43,ABarap,313,0.049278394,0.005711845,0.004011692
43,ABarpa,377,0.016653900000000003,0.0014443770000000002,0.00944801
43,ABarpp,418,0.016653900000000003,0.009685024,0.007523364
43,ABplaa,452,0.028690114,0.04262378,0.0
43,ABplap,495,0.028690114,0.002088172,0.004066441
43,ABplpa,537,0.010508442,0.074807423,0.057668067
43,ABplpp,598,0.010508442,0.007667383000000001,0.043659327000000005
43,ABpraa,659,0.024206637000000003,0.015913556000000002,0.000319253
43,ABprap,714,0.024206637000000003,0.14755021599999998,0.10105466199999999
43,ABprpa,756,0.049643558,0.061709777,0.022790785
43,ABprpp,819,0.049643558,0.049561664000000005,0.049561664000000005
43,Ca,879,0.013151468999999999,0.019182142,0.013953088999999998
43,Cp,926,0.013151468999999999,0.001004181,0.00050209
43,D,973,0.031627342999999995,0.037189121,0.012484468
43,Ea,1010,0.014246077,0.073811536,0.004320338
43,Ep,1027,0.014246077,0.019891027,0.017698488000000002
43,MSaa,1044,0.014788028,,0.022828882
43,MSap,1095,0.014788028,,0.037524497999999996
43,MSpa,1127,0.011040046000000001,,0.023488042999999997
43,MSpp,1178,0.011040046000000001,,0.017022297
43,P4,1212,0.031627342999999995,0.0009658080000000001,0.071839108
44,ABalaa,5,0.011368527,0.012092592,0.009455613
44,ABalap,64,0.011368527,0.035412475,0.023997043
44,ABalpa,124,0.040010982,0.008716148,0.022342802000000002
44,ABalpp,187,0.040010982,0.016522306,0.008167421
44,ABaraa,252,0.049871032,0.006361286,0.012817702
44,ABarap,313,0.049871032,0.005192586,0.001180895
44,ABarpa,377,0.029275983,0.0148607,0.00541269
44,ABarpp,418,0.029275983,0.011069532,0.018592896
44,ABplaa,452,0.05988218,0.021937116,0.021937116
44,ABplap,495,0.05988218,0.042298308,0.046364749000000004
44,ABplpa,537,0.026517221,0.050411415,0.007256653
44,ABplpp,598,0.026517221,0.021542622999999997,0.022116703999999997
44,ABpraa,659,0.009893075999999999,0.006164047,0.005844794
44,ABprap,714,0.009893075999999999,0.036375582000000004,0.064679079
44,ABprpa,756,0.047749423,0.022356268999999998,0.00043451599999999997
44,ABprpp,819,0.047749423,0.028914116,0.020647548
44,Ca,879,0.002563115,0.020438403,0.006485314
44,Cp,926,0.002563115,0.011479955,0.011982046000000001
